"edad","sexo","nrodepen","fonopart","fonolab","autovaluo","esaval","tieneaval","antiguedad","tiporenta","dpto","morosidad"
64,"M",4,"No","Si","No","Si","No",12,"Variable","Arequipa","Moroso"
64,"M",1,"No","No","No","No","Si",12,"Variable","Arequipa","No Moroso"
65,"F",1,"Si","No","No","No","Si",12,"Variable","Arequipa","No Moroso"
65,"F",0,"No","No","Si","No","No",12,"Variable","Arequipa","No Moroso"
66,"F",5,"Si","Si","No","No","No",12,"Fijo","Arequipa","Moroso"
66,"F",0,"Si","No","Si","Si","No",12,"Variable","Arequipa","No Moroso"
67,"F",1,"No","No","No","No","No",12,"Fijo","Arequipa","No Moroso"
67,"F",1,"No","No","No","No","No",12,"Fijo","Arequipa","No Moroso"
67,"F",1,"No","No","Si","No","No",12,"Variable","Arequipa","No Moroso"
67,"M",0,"Si","No","Si","No","No",12,"Variable","Arequipa","No Moroso"
67,"M",0,"Si","Si","No","No","No",12,"Variable","Arequipa","No Moroso"
68,"M",4,"No","No","Si","Si","Si",12,"Fijo","Arequipa","Moroso"
68,"F",1,"Si","Si","No","No","No",12,"Variable","Arequipa","No Moroso"
68,"M",0,"No","No","No","No","No",12,"Variable","Arequipa","No Moroso"
69,"M",0,"No","No","No","No","No",12,"Variable","Arequipa","No Moroso"
69,"F",0,"Si","Si","Si","No","No",12,"Variable","Arequipa","No Moroso"
69,"F",0,"Si","No","No","No","No",12,"Variable","Arequipa","No Moroso"
69,"M",0,"No","No","Si","No","No",12,"Variable","Arequipa","No Moroso"
75,"M",0,"Si","Si","Si","No","No",12,"Variable","Arequipa","No Moroso"
22,"M",0,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
23,"F",1,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
23,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
24,"M",2,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
24,"M",1,"Si","Si","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
24,"M",1,"Si","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
24,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
24,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
24,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
24,"M",0,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
24,"M",0,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
25,"F",3,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
25,"F",2,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
25,"F",2,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
25,"F",1,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
25,"F",1,"Si","No","No","No","Si",11,"Fijo","Arequipa","No Moroso"
25,"M",1,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
25,"M",1,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
25,"M",1,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
25,"M",0,"Si","No","No","No","No",11,"Fijo","Arequipa","No Moroso"
25,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
25,"F",0,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
25,"F",0,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
25,"F",0,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
30,"F",4,"Si","Si","No","No","No",11,"Fijo","Arequipa","Moroso"
30,"F",4,"No","Si","No","Si","Si",11,"Fijo","Arequipa","Moroso"
30,"F",4,"No","No","No","No","Si",11,"Fijo","Arequipa","Moroso"
31,"M",4,"No","Si","No","No","Si",11,"Fijo","Arequipa","Moroso"
32,"F",5,"No","Si","No","Si","Si",11,"Fijo","Arequipa","Moroso"
33,"F",4,"Si","No","No","No","No",11,"Variable","Arequipa","Moroso"
34,"F",5,"Si","Si","No","No","Si",11,"Fijo","Arequipa","Moroso"
34,"F",5,"Si","No","No","No","Si",11,"Variable","Arequipa","Moroso"
34,"M",5,"No","No","No","No","No",11,"Variable","Arequipa","Moroso"
34,"F",4,"No","Si","No","No","Si",11,"Fijo","Arequipa","Moroso"
35,"F",5,"Si","Si","Si","No","No",11,"Variable","Arequipa","Moroso"
36,"M",5,"No","No","No","No","No",11,"Variable","Arequipa","Moroso"
36,"M",5,"No","No","No","Si","Si",11,"Variable","Arequipa","Moroso"
36,"F",4,"Si","Si","No","No","Si",11,"Fijo","Arequipa","Moroso"
36,"F",3,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",3,"No","No","Si","Si","Si",11,"Variable","Arequipa","No Moroso"
36,"M",3,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
36,"F",3,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
36,"F",2,"Si","Si","No","Si","No",11,"Fijo","Arequipa","No Moroso"
36,"M",2,"Si","Si","Si","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",2,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",2,"Si","No","Si","Si","Si",11,"Variable","Arequipa","No Moroso"
36,"F",2,"No","Si","No","No","Si",11,"Variable","Arequipa","No Moroso"
36,"M",2,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
36,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
36,"M",2,"Si","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
36,"F",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
36,"M",2,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
36,"M",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",1,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"F",1,"No","No","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",1,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
36,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
36,"F",1,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
36,"M",1,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
36,"F",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
36,"F",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
36,"M",1,"Si","Si","Si","No","Si",11,"Variable","Arequipa","No Moroso"
36,"M",0,"Si","Si","Si","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",0,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",0,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"M",0,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
36,"M",0,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
36,"F",0,"Si","Si","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
36,"F",0,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
36,"F",0,"No","No","No","No","No",11,"Fijo","Arequipa","No Moroso"
36,"F",0,"No","Si","Si","Si","No",11,"Fijo","Arequipa","No Moroso"
36,"F",0,"No","Si","No","Si","No",11,"Fijo","Arequipa","No Moroso"
36,"M",0,"Si","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
36,"M",0,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
36,"F",0,"No","No","No","Si","No",11,"Variable","Arequipa","No Moroso"
36,"F",0,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",5,"Si","Si","No","Si","Si",11,"Fijo","Arequipa","Moroso"
37,"F",5,"Si","Si","No","No","No",11,"Variable","Arequipa","Moroso"
37,"M",5,"No","No","Si","No","No",11,"Variable","Arequipa","Moroso"
37,"M",5,"No","No","Si","Si","No",11,"Variable","Arequipa","Moroso"
37,"F",3,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"F",3,"Si","Si","Si","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",3,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",3,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",2,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"M",2,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"F",2,"Si","Si","No","Si","No",11,"Fijo","Arequipa","No Moroso"
37,"M",2,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
37,"M",2,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"M",2,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
37,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"F",1,"No","Si","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
37,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"M",1,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"M",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"F",1,"No","Si","Si","Si","No",11,"Fijo","Arequipa","No Moroso"
37,"F",1,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",1,"Si","Si","No","Si","Si",11,"Variable","Arequipa","No Moroso"
37,"F",1,"No","No","No","Si","No",11,"Variable","Arequipa","No Moroso"
37,"M",1,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"M",1,"Si","Si","No","Si","No",11,"Variable","Arequipa","No Moroso"
37,"M",1,"Si","Si","No","Si","Si",11,"Variable","Arequipa","No Moroso"
37,"F",1,"No","No","No","Si","No",11,"Variable","Arequipa","No Moroso"
37,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"M",1,"Si","No","No","Si","No",11,"Variable","Arequipa","No Moroso"
37,"F",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",1,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
37,"F",0,"Si","Si","No","Si","No",11,"Fijo","Arequipa","No Moroso"
37,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"M",0,"Si","Si","Si","No","No",11,"Fijo","Arequipa","No Moroso"
37,"F",0,"Si","No","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"F",0,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
37,"M",0,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
37,"F",0,"No","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",0,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",0,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"M",0,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"M",0,"Si","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",0,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
37,"M",0,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
37,"F",0,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
38,"M",5,"Si","Si","No","No","No",11,"Fijo","Arequipa","Moroso"
38,"F",4,"Si","Si","No","No","Si",11,"Fijo","Arequipa","Moroso"
38,"F",4,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"F",4,"No","No","Si","No","No",11,"Variable","Arequipa","Moroso"
38,"F",4,"No","No","Si","No","No",11,"Variable","Arequipa","Moroso"
38,"M",3,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
38,"M",3,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
38,"F",2,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"F",2,"No","Si","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
38,"F",2,"No","No","No","Si","No",11,"Fijo","Arequipa","No Moroso"
38,"M",2,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
38,"M",2,"Si","No","Si","No","Si",11,"Variable","Arequipa","No Moroso"
38,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
38,"F",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
38,"F",1,"Si","Si","No","Si","No",11,"Fijo","Arequipa","No Moroso"
38,"F",1,"Si","Si","Si","No","No",11,"Fijo","Arequipa","No Moroso"
38,"M",1,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
38,"M",1,"No","No","No","No","Si",11,"Fijo","Arequipa","No Moroso"
38,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
38,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
38,"M",1,"Si","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
38,"M",1,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
38,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
38,"F",1,"No","No","Si","Si","No",11,"Variable","Arequipa","No Moroso"
38,"F",1,"Si","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
38,"F",1,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
38,"F",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"F",0,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
38,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"F",0,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"F",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"F",0,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"M",0,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
38,"F",0,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
38,"F",0,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",5,"Si","Si","No","No","No",11,"Variable","Arequipa","Moroso"
39,"M",4,"No","No","Si","No","No",11,"Variable","Arequipa","Moroso"
39,"F",3,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",3,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
39,"M",3,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",3,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",3,"No","No","No","Si","No",11,"Variable","Arequipa","No Moroso"
39,"F",2,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",2,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",2,"No","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",2,"Si","Si","Si","Si","Si",11,"Variable","Arequipa","No Moroso"
39,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",2,"Si","No","Si","Si","Si",11,"Variable","Arequipa","No Moroso"
39,"M",2,"Si","Si","No","Si","Si",11,"Variable","Arequipa","No Moroso"
39,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",1,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",1,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",1,"No","Si","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
39,"F",1,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
39,"M",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"M",1,"No","Si","No","Si","No",11,"Fijo","Arequipa","No Moroso"
39,"F",1,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",1,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",1,"No","No","Si","No","Si",11,"Variable","Arequipa","No Moroso"
39,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",1,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",1,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",0,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
39,"F",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",0,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
39,"M",0,"No","No","No","No","No",11,"Fijo","Arequipa","No Moroso"
39,"F",0,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",0,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",0,"Si","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",0,"Si","Si","Si","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",0,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",0,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",0,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",0,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"M",0,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
39,"F",0,"No","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",0,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
39,"F",0,"No","Si","Si","No","No",11,"Variable","Arequipa","No Moroso"
40,"F",5,"No","Si","No","No","No",11,"Fijo","Arequipa","Moroso"
40,"F",5,"No","No","Si","Si","No",11,"Variable","Arequipa","Moroso"
40,"M",5,"No","No","No","No","No",11,"Variable","Arequipa","Moroso"
40,"M",3,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
40,"F",3,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"F",3,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"F",2,"Si","No","No","No","No",11,"Fijo","Arequipa","No Moroso"
40,"M",2,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
40,"F",2,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
40,"M",2,"No","Si","No","No","Si",11,"Variable","Arequipa","No Moroso"
40,"M",2,"No","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
40,"M",2,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
40,"F",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"F",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"M",2,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
40,"M",1,"Si","No","No","No","No",11,"Fijo","Arequipa","No Moroso"
40,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
40,"F",1,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
40,"F",1,"Si","No","No","Si","No",11,"Fijo","Arequipa","No Moroso"
40,"F",1,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
40,"F",1,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
40,"F",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"F",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"F",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"F",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
40,"M",0,"Si","Si","Si","No","No",11,"Fijo","Arequipa","No Moroso"
40,"F",0,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
40,"M",0,"Si","No","Si","Si","Si",11,"Variable","Arequipa","No Moroso"
40,"M",0,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
40,"M",0,"Si","No","No","Si","No",11,"Variable","Arequipa","No Moroso"
40,"M",0,"No","No","No","Si","No",11,"Variable","Arequipa","No Moroso"
40,"F",0,"Si","Si","No","Si","Si",11,"Variable","Arequipa","No Moroso"
41,"F",4,"Si","Si","No","Si","Si",11,"Fijo","Arequipa","Moroso"
41,"F",4,"No","No","No","No","No",11,"Variable","Arequipa","Moroso"
41,"F",3,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
41,"F",3,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",3,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",3,"No","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",3,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"F",2,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
41,"F",2,"No","No","No","No","Si",11,"Fijo","Arequipa","No Moroso"
41,"F",2,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",2,"Si","No","No","Si","No",11,"Variable","Arequipa","No Moroso"
41,"F",2,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
41,"M",2,"No","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"F",2,"No","No","Si","No","Si",11,"Variable","Arequipa","No Moroso"
41,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",2,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",2,"No","No","Si","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",2,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
41,"F",1,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
41,"M",1,"No","Si","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
41,"F",1,"Si","Si","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
41,"M",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
41,"M",1,"No","No","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
41,"F",1,"Si","Si","No","Si","Si",11,"Fijo","Arequipa","No Moroso"
41,"F",1,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"F",1,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
41,"M",1,"Si","Si","Si","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",1,"Si","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
41,"M",1,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
41,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"F",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
41,"F",0,"Si","No","No","No","No",11,"Fijo","Arequipa","No Moroso"
41,"F",0,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
41,"F",0,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
41,"F",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
41,"M",0,"No","No","No","Si","No",11,"Fijo","Arequipa","No Moroso"
41,"M",0,"No","Si","Si","Si","No",11,"Fijo","Arequipa","No Moroso"
41,"F",0,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
41,"M",0,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
41,"M",0,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",4,"Si","Si","No","Si","Si",11,"Fijo","Arequipa","Moroso"
42,"F",4,"No","Si","No","No","No",11,"Fijo","Arequipa","Moroso"
42,"M",4,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"F",3,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
42,"M",3,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",3,"Si","Si","Si","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",3,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"F",3,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
42,"F",2,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
42,"F",2,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
42,"F",2,"No","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
42,"F",2,"No","Si","Si","No","No",11,"Fijo","Arequipa","No Moroso"
42,"F",2,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",2,"Si","Si","Si","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"F",2,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
42,"M",2,"Si","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",2,"Si","No","No","No","Si",11,"Variable","Arequipa","No Moroso"
42,"M",2,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"F",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
42,"F",1,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
42,"M",1,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
42,"F",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"M",1,"No","No","No","Si","Si",11,"Variable","Arequipa","No Moroso"
42,"M",1,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"F",0,"Si","Si","No","Si","No",11,"Fijo","Arequipa","No Moroso"
42,"F",0,"No","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
42,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
42,"F",0,"Si","Si","No","No","Si",11,"Fijo","Arequipa","No Moroso"
42,"M",0,"No","Si","Si","No","No",11,"Fijo","Arequipa","No Moroso"
42,"M",0,"Si","Si","No","No","No",11,"Fijo","Arequipa","No Moroso"
42,"F",0,"Si","Si","No","No","No",11,"Variable","Arequipa","No Moroso"
42,"F",0,"No","No","No","No","No",11,"Variable","Arequipa","No Moroso"
43,"F",5,"Si","Si","No","Si","No",11,"Variable","Arequipa","Moroso"
43,"M",5,"Si","No","Si","Si","No",11,"Variable","Arequipa","Moroso"
43,"F",5,"Si","Si","Si","Si","No",11,"Variable","Arequipa","Moroso"
43,"M",5,"Si","Si","No","Si","Si",11,"Variable","Arequipa","Moroso"
43,"M",4,"Si","Si","Si","No","Si",11,"Fijo","Arequipa","Moroso"
